Date,Open,High,Low,Close,Volume
12/31/2007,"8.41","8.41","8.12","8.26","6,263,271"
12/28/2007,"8.48","8.55","8.41","8.48","1,438,079"
12/27/2007,"8.48","8.55","8.41","8.55","1,794,119"
12/26/2007,"8.41","8.55","8.41","8.48","1,316,430"
12/24/2007,"8.33","8.48","8.33","8.41","910,561"
12/21/2007,"8.26","8.33","8.26","8.33","1,990,790"
12/19/2007,"8.33","8.33","8.26","8.26","3,752,340"
12/18/2007,"8.26","8.33","8.19","8.33","4,110,050"
12/17/2007,"8.41","8.48","8.19","8.26","7,292,002"
12/14/2007,"8.48","8.48","8.33","8.41","1,170,005"
12/13/2007,"8.48","8.55","8.33","8.48","5,391,683"
12/12/2007,"8.41","8.55","8.33","8.55","3,732,993"
12/11/2007,"8.41","8.48","8.41","8.48","1,690,982"
12/10/2007,"8.48","8.48","8.33","8.33","4,734,164"
12/07/2007,"8.48","8.55","8.41","8.55","2,697,720"
12/06/2007,"8.41","8.55","8.41","8.48","4,165,446"
12/05/2007,"8.33","8.41","8.26","8.41","6,801,507"
12/04/2007,"8.33","8.33","8.26","8.33","2,971,362"
12/03/2007,"8.26","8.33","8.26","8.33","3,847,265"
11/30/2007,"8.26","8.33","8.19","8.19","7,339,464"
11/29/2007,"8.33","8.33","8.19","8.33","10,326,833"
11/28/2007,"8.33","8.41","8.26","8.33","7,759,113"
11/27/2007,"8.19","8.33","8.19","8.33","9,355,865"
11/26/2007,"8.33","8.33","8.26","8.26","5,105,793"
11/23/2007,"8.19","8.33","8.19","8.33","6,967,418"
11/22/2007,"8.26","8.26","8.12","8.26","8,731,194"
11/21/2007,"8.19","8.26","8.19","8.26","7,494,797"
11/20/2007,"8.26","8.26","8.19","8.19","4,422,385"
11/19/2007,"8.12","8.33","8.12","8.26","9,285,019"
11/16/2007,"8.19","8.41","8.05","8.12","21,630,201"
11/15/2007,"8.12","8.19","8.05","8.19","10,574,864"
11/14/2007,"8.19","8.19","8.05","8.12","7,335,289"
11/13/2007,"8.05","8.19","7.97","8.19","6,755,854"
11/12/2007,"8.05","8.19","8.05","8.12","10,876,343"
11/09/2007,"8.05","8.12","7.90","8.12","9,971,489"
11/07/2007,"8.12","8.19","8.05","8.19","14,400,416"
11/06/2007,"8.05","8.12","7.97","8.12","7,751,458"
11/05/2007,"8.12","8.12","7.97","8.05","9,662,494"
11/02/2007,"7.90","8.12","7.90","8.12","3,970,863"
11/01/2007,"8.12","8.19","7.97","8.05","7,968,311"
10/31/2007,"7.97","8.05","7.90","8.05","9,654,838"
10/30/2007,"8.19","8.19","7.97","7.97","10,560,945"
10/29/2007,"8.33","8.41","8.19","8.33","10,960,412"
10/26/2007,"8.33","8.33","8.19","8.33","8,690,412"
10/25/2007,"8.26","8.33","8.26","8.33","5,488,835"
10/24/2007,"8.26","8.41","8.19","8.26","10,353,417"
10/23/2007,"8.19","8.26","8.12","8.26","2,731,404"
10/22/2007,"8.05","8.19","8.05","8.19","3,866,612"
10/19/2007,"8.19","8.33","8.19","8.26","3,267,552"
10/18/2007,"8.26","8.41","8.19","8.19","4,523,574"
10/17/2007,"8.26","8.33","8.19","8.26","5,541,726"
10/16/2007,"8.41","8.48","8.26","8.33","2,783,877"
10/12/2007,"8.48","8.48","8.33","8.41","3,585,455"
10/11/2007,"8.33","8.48","8.33","8.48","3,061,416"
10/10/2007,"8.33","8.41","8.26","8.41","5,718,633"
10/09/2007,"8.26","8.33","8.19","8.33","3,907,255"
10/08/2007,"8.19","8.33","8.19","8.19","5,160,076"
10/05/2007,"8.12","8.19","8.05","8.19","13,081,759"
10/04/2007,"8.05","8.12","7.97","8.12","9,571,187"
10/03/2007,"7.97","8.12","7.97","8.05","7,836,779"
10/02/2007,"8.05","8.05","7.97","8.05","12,775,965"
10/01/2007,"7.97","8.05","7.90","7.97","8,026,213"
09/28/2007,"8.05","8.12","7.90","7.90","16,033,913"
09/27/2007,"8.05","8.19","8.05","8.05","8,107,358"
09/26/2007,"7.97","8.12","7.97","7.97","6,481,795"
09/25/2007,"8.05","8.12","7.90","7.97","11,446,313"
09/24/2007,"8.05","8.05","7.90","8.05","11,872,225"
09/21/2007,"8.26","8.26","7.97","7.97","8,836,559"
09/20/2007,"8.33","8.41","8.19","8.26","6,922,460"
09/19/2007,"8.26","8.41","8.19","8.33","4,078,315"
09/18/2007,"8.12","8.26","8.12","8.19","3,660,198"
09/17/2007,"8.19","8.19","8.12","8.12","1,860,790"
09/14/2007,"8.26","8.26","8.19","8.19","2,153,639"
09/13/2007,"8.19","8.26","8.12","8.26","2,867,668"
09/12/2007,"8.41","8.41","8.12","8.19","4,102,534"
09/11/2007,"8.26","8.41","8.26","8.33","1,236,815"
09/10/2007,"8.33","8.41","8.19","8.41","3,086,469"
09/07/2007,"8.41","8.48","8.33","8.41","2,529,444"
09/06/2007,"8.26","8.41","8.26","8.41","2,718,877"
09/05/2007,"8.48","8.48","8.33","8.41","2,391,648"
09/04/2007,"8.41","8.48","8.26","8.48","1,850,351"
09/03/2007,"8.41","8.48","8.26","8.41","4,421,968"
08/30/2007,"8.48","8.48","8.26","8.33","4,290,715"
08/29/2007,"8.12","8.33","8.12","8.33","7,300,770"
08/28/2007,"8.26","8.33","8.19","8.33","3,311,535"
08/27/2007,"8.33","8.41","8.19","8.26","4,259,954"
08/24/2007,"8.26","8.33","8.12","8.33","3,519,341"
08/23/2007,"8.33","8.33","8.19","8.33","3,953,743"
08/22/2007,"8.12","8.26","8.12","8.26","3,787,136"
08/21/2007,"8.33","8.48","8.05","8.19","10,904,041"
08/20/2007,"8.05","8.33","7.97","8.26","4,452,867"
08/17/2007,"7.83","7.97","7.54","7.83","13,272,723"
08/16/2007,"8.05","8.12","7.83","7.90","8,477,178"
08/15/2007,"8.19","8.26","8.05","8.12","5,470,602"
08/14/2007,"8.26","8.41","8.26","8.26","1,423,186"
08/13/2007,"8.33","8.33","8.19","8.26","1,670,382"
08/10/2007,"8.41","8.55","8.19","8.19","12,331,820"
08/09/2007,"8.69","8.69","8.48","8.48","8,444,191"
08/08/2007,"8.48","8.77","8.48","8.55","6,494,600"
08/07/2007,"8.55","8.62","8.48","8.48","6,942,921"
08/06/2007,"8.62","8.69","8.41","8.41","9,065,104"
08/03/2007,"8.77","8.77","8.62","8.62","10,517,797"
08/02/2007,"8.77","8.84","8.62","8.69","6,392,158"
08/01/2007,"8.84","8.91","8.62","8.69","9,485,448"
07/31/2007,"8.69","8.98","8.69","8.84","4,646,198"
07/30/2007,"8.55","8.77","8.55","8.62","5,451,812"
07/27/2007,"8.62","8.77","8.55","8.62","7,969,146"
07/26/2007,"8.69","8.77","8.62","8.77","4,169,483"
07/25/2007,"8.84","8.84","8.69","8.69","4,714,817"
07/24/2007,"8.77","8.91","8.77","8.91","4,243,809"
07/23/2007,"8.84","8.91","8.69","8.77","6,521,741"
07/20/2007,"8.84","8.91","8.77","8.84","2,924,873"
07/19/2007,"8.77","8.91","8.77","8.84","4,988,598"
07/18/2007,"8.77","8.84","8.77","8.77","2,430,203"
07/17/2007,"8.77","8.84","8.69","8.77","3,266,995"
07/16/2007,"8.84","8.84","8.69","8.84","4,607,921"
