Date,Open,High,Low,Close,Volume
12/31/2002,"5.64","5.71","5.32","5.32","1,679,151"
12/30/2002,"5.75","5.75","5.64","5.64","2,159,763"
12/27/2002,"5.75","5.75","5.64","5.75","2,974,006"
12/26/2002,"5.60","5.75","5.53","5.75","3,176,802"
12/24/2002,"5.50","5.64","5.46","5.60","1,732,599"
12/23/2002,"5.53","5.57","5.50","5.53","1,864,826"
12/20/2002,"5.53","5.57","5.50","5.53","2,701,896"
12/19/2002,"5.50","5.57","5.46","5.57","3,868,282"
12/18/2002,"5.50","5.53","5.46","5.53","3,036,153"
12/17/2002,"5.50","5.57","5.46","5.50","3,230,945"
12/16/2002,"5.42","5.50","5.35","5.50","1,955,417"
12/13/2002,"5.50","5.50","5.42","5.46","1,387,693"
12/12/2002,"5.46","5.53","5.42","5.53","936,728"
12/11/2002,"5.42","5.50","5.35","5.46","3,035,583"
12/10/2002,"5.60","5.64","5.39","5.39","3,159,055"
12/09/2002,"5.21","5.68","5.21","5.60","7,523,887"
12/04/2002,"5.10","5.24","5.10","5.21","2,799,323"
12/03/2002,"5.14","5.14","5.07","5.14","4,369,458"
12/02/2002,"5.21","5.24","5.07","5.10","4,796,659"
11/29/2002,"5.28","5.32","5.21","5.21","4,801,739"
11/28/2002,"5.35","5.39","5.24","5.32","4,131,346"
11/27/2002,"5.42","5.46","5.24","5.32","6,884,741"
11/26/2002,"5.53","5.57","5.39","5.50","1,406,901"
11/25/2002,"5.50","5.57","5.46","5.53","1,049,469"
11/22/2002,"5.60","5.60","5.50","5.50","1,750,929"
11/21/2002,"5.50","5.60","5.50","5.57","451,522"
11/20/2002,"5.42","5.53","5.42","5.46","1,045,990"
11/19/2002,"5.53","5.57","5.39","5.42","5,279,498"
11/18/2002,"5.60","5.60","5.50","5.53","3,498,045"
11/15/2002,"5.53","5.64","5.53","5.57","2,006,379"
11/14/2002,"5.68","5.68","5.50","5.53","7,562,442"
11/13/2002,"5.71","5.71","5.64","5.68","4,430,597"
11/12/2002,"5.75","5.75","5.68","5.71","6,733,445"
11/11/2002,"5.82","5.82","5.71","5.78","7,017,247"
11/08/2002,"5.82","5.89","5.75","5.89","1,295,191"
11/07/2002,"5.82","5.86","5.82","5.86","1,021,193"
11/06/2002,"5.78","5.89","5.75","5.89","1,162,350"
11/05/2002,"5.96","5.96","5.78","5.78","3,128,138"
11/01/2002,"5.93","5.96","5.86","5.96","1,453,529"
10/31/2002,"5.89","5.93","5.82","5.93","1,885,843"
10/30/2002,"5.93","5.93","5.86","5.93","1,290,263"
10/29/2002,"5.89","5.96","5.89","5.89","831,642"
10/28/2002,"5.82","5.93","5.82","5.89","890,100"
10/25/2002,"5.86","5.89","5.82","5.82","3,752,340"
10/24/2002,"5.86","5.96","5.86","5.86","3,808,432"
10/23/2002,"5.86","5.89","5.82","5.89","1,381,569"
10/22/2002,"5.89","5.89","5.82","5.89","1,518,529"
10/21/2002,"5.86","5.89","5.78","5.89","2,874,247"
10/18/2002,"5.86","5.96","5.86","5.86","3,186,127"
10/17/2002,"5.75","5.89","5.71","5.89","1,784,654"
10/16/2002,"5.75","5.86","5.75","5.78","1,703,230"
10/15/2002,"5.82","5.82","5.68","5.71","4,118,123"
10/14/2002,"5.93","5.96","5.82","5.86","1,013,559"
10/11/2002,"5.93","6.00","5.82","5.93","3,742,736"
10/10/2002,"5.86","5.96","5.86","5.93","2,063,585"
10/09/2002,"5.89","5.93","5.82","5.89","1,914,794"
10/08/2002,"5.86","5.93","5.71","5.93","2,823,128"
10/07/2002,"5.82","5.86","5.78","5.86","759,543"
10/04/2002,"5.86","5.89","5.82","5.82","1,928,852"
10/03/2002,"5.75","5.86","5.75","5.86","1,146,482"
10/02/2002,"5.82","5.93","5.75","5.78","1,290,263"
10/01/2002,"5.75","5.82","5.71","5.82","1,702,117"
09/30/2002,"5.78","5.86","5.68","5.75","2,161,851"
09/27/2002,"5.75","5.82","5.71","5.82","1,850,629"
09/26/2002,"5.71","5.75","5.60","5.68","6,014,266"
09/25/2002,"5.75","5.75","5.60","5.64","7,121,498"
09/24/2002,"5.93","5.93","5.71","5.78","4,546,262"
09/23/2002,"6.14","6.14","5.89","5.96","3,779,212"
09/20/2002,"6.14","6.18","6.07","6.18","1,803,027"
09/19/2002,"6.11","6.18","6.07","6.14","1,667,459"
09/18/2002,"6.25","6.29","6.11","6.14","4,149,440"
09/17/2002,"6.21","6.29","6.18","6.29","1,386,858"
09/16/2002,"6.11","6.25","6.11","6.21","931,995"
09/13/2002,"6.18","6.18","6.07","6.11","2,936,287"
09/12/2002,"6.07","6.29","6.07","6.21","3,273,258"
09/11/2002,"6.07","6.11","6.04","6.07","1,141,889"
09/10/2002,"6.11","6.11","6.04","6.04","5,134,883"
09/09/2002,"6.21","6.25","6.07","6.07","2,848,460"
09/06/2002,"6.32","6.36","6.21","6.21","2,927,518"
09/05/2002,"6.36","6.36","6.29","6.36","2,658,315"
09/04/2002,"6.32","6.36","6.29","6.36","3,133,654"
09/03/2002,"6.32","6.36","6.29","6.36","2,372,441"
09/02/2002,"6.29","6.32","6.25","6.32","1,390,199"
08/30/2002,"6.29","6.36","6.25","6.29","3,600,487"
08/29/2002,"6.43","6.43","6.25","6.29","2,091,144"
08/28/2002,"6.47","6.47","6.43","6.47","2,795,986"
08/27/2002,"6.50","6.50","6.39","6.47","3,805,648"
08/26/2002,"6.47","6.54","6.47","6.47","1,175,433"
08/23/2002,"6.50","6.50","6.47","6.50","1,886,818"
08/22/2002,"6.47","6.50","6.43","6.50","2,489,079"
08/21/2002,"6.50","6.50","6.43","6.47","2,774,134"
08/20/2002,"6.50","6.54","6.47","6.47","2,303,543"
08/19/2002,"6.50","6.50","6.47","6.47","3,394,629"
08/16/2002,"6.50","6.54","6.47","6.54","4,664,988"
08/15/2002,"6.50","6.54","6.47","6.47","3,302,488"
08/14/2002,"6.50","6.50","6.47","6.47","893,580"
08/13/2002,"6.50","6.54","6.47","6.54","1,613,802"
08/12/2002,"6.47","6.50","6.39","6.50","5,351,875"
08/09/2002,"6.47","6.50","6.43","6.50","468,781"
08/08/2002,"6.47","6.50","6.43","6.47","890,516"
08/07/2002,"6.47","6.50","6.43","6.47","821,203"
08/06/2002,"6.36","6.47","6.32","6.47","1,629,322"
08/05/2002,"6.32","6.39","6.29","6.39","3,475,566"
08/02/2002,"6.25","6.32","6.21","6.32","3,155,785"
08/01/2002,"6.25","6.32","6.25","6.29","2,999,756"
07/31/2002,"6.36","6.36","6.21","6.25","7,038,403"
07/30/2002,"6.39","6.47","6.32","6.32","4,599,570"
07/29/2002,"6.36","6.39","6.32","6.39","1,039,030"
07/26/2002,"6.32","6.36","6.32","6.36","1,914,015"
07/25/2002,"6.43","6.43","6.32","6.32","2,636,127"
07/24/2002,"6.47","6.47","6.29","6.32","6,278,443"
07/23/2002,"6.47","6.50","6.43","6.47","1,841,025"
